ID, Name, Longitude, Latitude, ReviewCount, YelpStars, AreaID
48461,Pacific Blue Pools & Spas,-112.030859,33.6698624,5,5,4
48462,Ritas Italian Ice,-112.3584909,33.6393937,51,4.5,4
48463,Thaiphon,-73.5720484097775,45.5050874490231,10,3,9
48464,Trundle Manor,-79.8806393,40.4227496,6,5,7
48465,Freshberry Frozen Yogurt & Smallcakes Cupcakery,-80.844724,35.201457,9,4,3
48466,Retreat at McAlpine Creek,-80.8332931995392,35.0825947421107,3,2.5,3
48467,Wildburger,-115.191902160645,36.1939353942871,14,4,6
48468,Preventive Pest Control,-115.067788,36.211605,3,1,6
48469,Xocolatl Jason Wasser Confections,-112.0959751,33.6558739,4,5,4
48470,Crandell Pest Control,-111.6342993,33.2486638,3,5,4
48471,OReilly Auto Parts,-111.9263108,33.5796474,7,4.5,4
48472,Cips Sports Bar,-80.0372474,40.3927151,5,2,7
48473,Holy Sheets USA,-115.0428251,36.0671229,18,3.5,6
48474,Tan 360,-79.9355962,40.450573,4,3.5,7
48475,The Z Spot,-115.2519877,36.0670484,38,5,6
48476,AZ BBQ Festival,-111.8906861,33.5466082,24,3.5,4
48477,Ameri-CAN Canned Beer Festival,-111.921826,33.485425,4,5,4
48478,Viking Pool Service and Repair,-111.92614,33.48727,4,5,4
48479,Cactus Flower Florists,-111.8594306,33.2746993,6,4.5,4
48480,Golfstretch Therapies,-111.913329,33.615585,3,5,4
48481,Baymont Inn And Suites Las Vegas,-115.1511267,36.115628,54,3,6
48482,Setsuko H Sage OMD,-115.278502,36.199508,4,5,6
48483,Less Stress Movers,-115.2244853,36.2030945,11,5,6
48484,Medusas Antiques,-115.154111,36.155886,5,4.5,6
48485,KFC,-80.9388885498047,35.1358184814453,4,3,3
48486,Fu Shing II,-80.8871383666992,35.3450736999512,6,3,3
48487,Chandler City Hall,-111.8402448,33.300882,4,4,4
48488,5Church,-80.843053003191,35.228817900497,279,3.5,3
48489,Sky High Hookah Lounge & Smoke Shop,-112.1169942,33.5512936,9,4,4
48490,Esso,-3.19843187196145,55.9624121259208,3,3,1
48491,Alphagraphics,-112.07345,33.4895295,3,1,4
48492,Rebe Homes,-111.8941028,33.4065633,5,5,4
48493,Her Obsession Clothing,-115.1526505,36.0125177,7,3,6
48494,Kliquenow,-111.985398,33.503797,3,4.5,4
48495,Rehab Burger Therapy,-111.9256216,33.4915342,618,4.5,4
48496,Ready to Nosh Food Tours,-112.0767662,33.449036,4,2,4
48497,Origano,-3.1758729,55.9654909,5,4,1
48498,Starbucks,-3.2108015349286,55.9340657885,8,3.5,1
48499,D & L Landscape and Design LLC,-112.041149,33.060151,6,2.5,4
48500,Kurt E  Heiland MD,-111.892139,33.551606,12,3.5,4
48501,The Shave Shack,-115.2257873,36.0560161,31,4.5,6
48502,Simplicity Laser,-115.122473,35.996333,19,3.5,6
48503,Arizona Trapeze School,-111.879804,33.34283,5,4,4
48504,Sbarro,-80.945041,35.219378,24,2,3
48505,Riverview Nissan,-111.872544,33.433994,7,2,4
48506,High Risk Pregnancy Center,-115.1685547,36.1641215,15,4.5,6
48507,Sin City Family Hair,-115.077407836914,36.0999984741211,4,4.5,6
48508,Outlaw Classic & Exotic Motorcars,-115.205317,36.08687,6,4.5,6
48509,Buddys Brews On Carson,-79.9752062559128,40.4282880867868,4,4.5,7
48510,Blue Hound Kitchen & Cocktails,-112.0734243,33.4473359,249,3.5,4
48511,Cookies N Clean Dog Spa,-112.1292649,33.7988195,7,3.5,4
48512,Mi Pueblo Mexican Grill,-80.7351685,35.1399771,44,3.5,3
48513,Shanes Tint & Clear Bra LLC,-112.244997024858,33.6342199268317,9,5,4
48514,Pollo Sabroso,-112.047375,33.447551,3,4.5,4
48515,Advanced Mechanical Inc,-115.1646387,36.0555906,11,4.5,6
48516,Fitness 1,-112.062858581543,33.6561431884766,14,3,4
48517,Bollywood The Coffee Box,-3.20787906646729,55.9364741170263,7,5,1
48518,Kellys At Southbridge,-111.9274506,33.4987215,126,3.5,4
48519,Fuego CityScape,-112.0730318,33.4480003,99,3.5,4
48520,Rockin Taco Mexican Grill,-115.172744169831,36.1079044640064,49,3.5,6
48521,Lavelles Deli & Ice Cream Shoppe,-111.5391948,33.1372767,16,4.5,4
48522,Union Pacific Railroad Trail,-114.962181091309,36.0134315490723,5,3.5,6
48523,Auto Burger And Fry Guys,-80.8560254431526,35.2263463311049,23,4.5,3
48524,Long John Silvers,-80.7987060546875,35.3341026306152,3,1.5,3
48525,A Ta Mi Sushi,-112.119598388672,33.6000365302669,3,3,4
48526,Caesars Palace Sports Book,-115.17479683218,36.116923312195,16,3.5,6
48527,eBAIL Bail Bonds in Las Vegas,-115.104821920395,36.1591607778898,10,5,6
48528,Waldos Tacos,-112.255546,33.592068,5,4.5,4
48529,Taka Grill and Cafe,-112.072962,33.386429,10,3.5,4
48530,LaToyes Touch of Beauty,-112.031169,33.635316,15,3,4
48531,Arizona State Urology,-112.1983235,33.6547233,3,2,4
48532,King Putt Mini,-115.0494451,36.028193,41,4,6
48533,New Look,-3.191116,55.9529586,4,4,1
48534,Hotel Indigo,-3.18983316421509,55.9562998870251,6,4,1
48535,B&t Nails,-115.2265196,36.1157147,11,3.5,6
48536,Happy Foot Spa,-115.279244,36.053991,27,4,6
48537,Barkingham Park,-80.7163381576538,35.2745813782338,7,4,3
48538,Woodys Auto Service & Repair Centers,-80.845232,35.0868139,5,1.5,3
48539,Marion Diehl Recreation Center,-80.857533,35.160456,4,3.5,3
48540,JC Penney Salon,-115.042152404785,36.0638198852539,15,5,6
48541,Steak Escape,-111.8412502,33.3061605,3,5,4
48542,Tacos Mexico,-115.187333,36.100396,9,2.5,6
48543,Charming Charlie - Tempe,-111.9043028,33.4329724,8,4.5,4
48544,Daves Neighborhoood Hardware Store,-111.9259166,33.318477,9,4,4
48545,Dairy Queen,-112.1180452,33.7971416,3,1.5,4
48546,Tasty Station,-115.207512,36.123589,9,3.5,6
48547,William V Wright Elementary,-115.2794802,36.014816,3,2,6
48548,Polaris Restoration and Roofing,-111.898893,33.481143,6,5,4
48549,Arizona Chop Shop Barber Shop,-112.0649795,33.4596768,12,4.5,4
48550,CityCenter Tram,-115.176876783371,36.1048816136171,25,4.5,6
48551,Colorful Nails,-111.9091441,33.3927215,19,3.5,4
48552,Something New Films,-115.084484,36.027493,3,5,6
48553,European Wax Center Mesa,-111.68306350708,33.4502778831157,15,4.5,4
48554,Banana Leaf Café,-115.1615118,36.1356446,53,2.5,6
48555,Sport Clips,-115.116005349877,36.2402638704089,7,3.5,6
48556,Caffè dAmore Catering,-79.9805948,40.4535609,3,4.5,7
48557,City Smoke,-80.8425682783127,35.2264322358207,78,3,3
48558,Zucca Pizza Tavern,-80.8612203598022,35.2084944009613,43,4,3
48559,Chilis Bar and Grill,-115.234909057617,36.3026753601806,7,3,6
48560,Yeh Frozen Yogurt,-73.6223516,45.4761001,3,3.5,9
48561,Szechwan Palace,-111.859687805176,33.3401985168457,51,4,4
48562,Healthy Skin Boutique,-111.930195,33.582609,4,1,4
48563,Ghost Armor,-111.9043028,33.4329724,5,3,4
48564,Blue Skyes Massage Clinic,-111.789268,33.361126,9,4.5,4
48565,Dunkin Donuts,-111.737235,33.381666,10,3,4
48566,Sonic Drive-In,-111.684592,33.378748,6,1.5,4
48567,Salsa Y Mas,-112.060828,33.494402,4,2.5,4
48568,Holiday Inn NORTH PHOENIX,-112.118593,33.5958929,19,2,4
48569,Chipotle Mexican Grill,-80.0598612,40.3917014,11,3.5,7
48570,Yovis,-80.002800822258,40.4413090844808,9,4,7
48571,Collision Authority,-115.228462219238,36.0627403259277,4,5,6
48572,Chase Bank,-115.136169,36.011942,7,3,6
48573,Silvis Southside Kitchen,-79.973988,40.428108,4,4.5,7
48574,The Berliner,-115.118583679199,36.0180702209473,10,3.5,6
48575,EcoPro Carpet and Tile Cleaning,-111.897332688014,33.6186368583013,10,4.5,4
48576,Gerson Realty & Management,-111.9262737,33.4024898,6,2,4
48577,Waterloo Star,-80.536079,43.472293,12,4,10
48578,Prevent & Fix,-111.927124,33.583142,3,5,4
48579,Menchies Frozen Yogurt,-80.5255748,43.4761013,4,3.5,10
48580,Jos A Bank,-112.204495668411,33.6660234954892,3,2,4
48581,The Mirage Dolphin Habitat,-115.17178707054,36.1236671408626,34,4,6
48582,Binh Beauty Salon,-80.79437,35.218525,8,4.5,3
48583,The Whisky Attic,-115.2055559,36.1089487,15,4.5,6
48584,Local Dish,-80.9441623091698,35.0078170041275,91,4.5,3
48585,Lloyds No 1 Weatherspoons,-3.18397521972656,55.9555430894514,16,3,1
48586,La Succursale,-73.5735729,45.5502732,10,4,9
48587,Adept Garage Doors- North,-115.164263344922,36.2597088623367,6,4.5,6
48588,Latta Plantation Equestrian Center,-80.909823,35.355893,6,3.5,3
48589,Time-Out Sports Bar & Grill,-115.2248317,36.1593232,23,4,6
48590,McClintock Fountains Farmers Market,-111.9080449,33.3359104,3,4,4
48591,Chipotle Mexican Grill,-111.877092,33.5385524,6,4.5,4
48592,Pomegranate Restaurant,-3.1850913230936,55.957681736451,12,3.5,1
48593,Khorasan Kabaab,-73.6153878,45.4705841,4,5,9
48594,Gus And Yiayias,-80.0120115280151,40.4520253231302,4,4,7
48595,Up Modern Kitchen,-79.933592,40.450952,56,3.5,7
48596,Mediterranean Buffet,-112.048136,33.508282,25,2,4
48597,PetSmart,-80.801445,35.177294,15,3.5,3
48598,True Religion Outlet Store,-115.1691493,36.0549288,3,4.5,6
48599,Firestone Complete Auto Care,-115.288376685447,36.2852456632208,9,2,6
48600,Off Broadway,-80.735063,35.1386915,3,5,3
48601,Thermal Medics,-111.979951815283,33.32025164912,8,4.5,4
48602,A Pig In a Fur Coat,-89.3685664,43.0805026,178,4.5,8
48603,Orange Leaf,-89.5292313,43.0749212,21,3,8
48604,Las Vegas Exotic Car Rentals,-115.181654,36.0966682,12,4.5,6
48605,Express Barber Shop,-115.1011379,36.2141607,4,4.5,6
48606,Quik Trip,-111.585077047348,33.1805106880315,3,4,4
48607,The Corn Flower,-111.9770503,33.625289,63,4,4
48608,Circle K,-111.789027,33.3528264,6,1.5,4
48609,MaidPro,-111.790113853073,33.3608600206106,23,4.5,4
48610,Hemma,-3.1777767,55.9503472,41,4,1
48611,Red Embers Bar & Grill,-112.355665,33.6075896,19,3,4
48612,Italian Village Pizza,-79.886849,40.4869833,7,2.5,7
48613,Southwest Kayaks,-111.907508850098,33.4223823547363,3,4,4
48614,Crossfit 400,-111.6853342,33.339195,5,5,4
48615,Mission Hills Park,-114.961542,35.996983,9,5,6
48616,Amor de Brazil,-80.7024335861206,35.1282274624503,49,3.5,3
48617,Immaculate Mobile Wash & Detail LLC,-111.7495419,33.3650631,4,4,4
48618,The Allison,-111.879749,33.6146249,4,3.5,4
48619,Veggie House,-115.211563110352,36.1253966874048,333,4.5,6
48620,QuikTrip,-112.0328792,33.4803038,8,3.5,4
48621,Las Vegas Rock Crawlers,-115.198017,36.105911,7,5,6
48622,Action AZ Computers LLC,-112.244099,33.571942,4,5,4
48623,Davis Miles McGuire Gardner,-111.938133,33.43175,5,5,4
48624,The Melville Inn,-3.09630990028381,55.8950114901997,4,4.5,1
48625,Krispy Krunchy Chicken,-112.478568235887,33.4636680663697,3,3.5,4
48626,Just Rollin,-114.9817213,36.0395247,8,4,6
48627,The Dinner Detective,-111.828384,33.419984,16,3.5,4
48628,Whoa Toffee,-115.136389,36.175,8,5,6
48629,Velvet Crossing Marketing,-115.1698621,36.1428023,3,1,6
48630,Mr Jims Pizza,-115.316019955352,36.2916151321976,56,3,6
48631,South Point Bingo Hall,-115.175868272781,36.0108832786357,29,4,6
48632,Chase Bank,-112.065192461014,33.5090531062405,5,3,4
48633,Club Tropicana,-3.2062258,55.9483568,4,1.5,1
48634,Super Eagle Auto Care,-80.7550569,35.263816,14,5,3
48635,33 Fingers Salon,-80.7835865020752,35.3845147479989,3,4,3
48636,The Uprooted Kitchen,-111.789027,33.3528264,15,4.5,4
48637,Mojo Morning Joint,-111.897117614746,33.6779251098633,18,4,4
48638,Chipotle Mexican Grill,-111.68341,33.467965,13,4,4
48639,Moda Forte Boutique & Salon,-111.8616737,33.6414099,27,4,4
48640,Hobby Town Usa,-111.92508,33.481913,6,3.5,4
48641,Party USA,-115.117581,36.0146584,24,2,6
48642,Panda King,-80.5386362,43.4720841,4,4,10
48643,Monster Towing,-112.059997558594,33.4067535400391,10,1.5,4
48644,Advanced Health Care,-115.220733,36.072038,3,2,6
48645,Excellence Foot Spa,-115.2067369,36.1262925,13,3.5,6
48646,BTs Sports Pub,-111.9269577,33.609693,28,3.5,4
48647,Counts Tattoo Company,-115.186536252626,36.1186289948379,13,4.5,6
48648,Marys Alterations,-112.0999262,33.5014215,3,4,4
48649,The Beat Booth,-111.9880199,33.3211123,7,5,4
48650,Fantastic Sams Hair Salons,-111.892093420029,33.6238573392577,5,4,4
48651,Detours Tavern,-111.909828186035,33.4808382799217,28,3.5,4
48652,Stack Dim Sum Bar,-3.1737733,55.9647031,15,4,1
48653,Planet Fitness,-111.8437064,33.2855796,15,3.5,4
48654,One Las Vegas,-115.1758223,36.0398964,6,4.5,6
48655,Costco Gasoline,-111.985900998115,33.4733569238115,10,5,4
48656,Abreuvoir,-73.56529,45.5162484,9,4,9
48657,I Clean Carpets,-111.963765104344,33.5012754157934,147,5,4
48658,Fun Dungeon,-115.175186157227,36.0987663269043,20,3.5,6
48659,Planet Hollywood Diamond Lounge,-115.171882629395,36.1098289489746,3,4,6
48660,Chipotle Mexican Grill,-115.2327243,36.1591404,16,3,6
48661,Cafe Vito,-73.6244766,45.5383173,23,4.5,9
48662,Imagine That! Dance and Fitness,-112.3491274,33.4427023,4,5,4
48663,Frisky Frozen Yogurt,-3.2059115,55.9478616,8,3.5,1
48664,Tora Sushi,-73.6072027,45.5314502,4,4,9
48665,Karve Studio Gilbert,-111.720488,33.366159,8,4.5,4
48666,Bar Inc,-73.5842759,45.5224295,12,3.5,9
48667,Mellow Mushroom,-111.965789794922,33.6792112493296,152,3.5,4
48668,Churchs Chicken,-115.243899822235,36.0448744112361,44,2,6
48669,Stonelike Refinishing,-111.910516,33.468848,6,4.5,4
48670,Citrus Dental Care,-3.19375991821289,55.9401396453084,4,4.5,1
48671,Grogan Brothers Moving Storage,-79.8942299,40.457183,3,4.5,7
48672,Desert Bloom Mobile Veterinary Service,-111.985585231509,33.3039176986422,8,5,4
48673,Ellsworth Home Services,-111.798899,33.3615,3,4,4
48674,Vestique,-80.8504492200159,35.2064134909198,7,4,3
48675,Arizona Center For Cancer Care,-112.345359,33.430535,3,2,4
48676,HI-Montréal St-Antoine,-73.5693673,45.4947845,3,3.5,9
48677,Pleasant Nails,-111.910575866699,33.4079742431641,10,4,4
48678,Able Dental,-115.251607,36.21983,3,3.5,6
48679,Credit Mart Auto Center,-112.0277303,33.6406193,4,2.5,4
48680,Cousins Subs,-112.1745837,33.6401421,9,4,4
48681,Ugly Cakes Bakery,-112.17896270752,33.5962600708008,3,5,4
48682,Liberty Mutual Insurance,-112.11349,33.569822,3,2,4
48683,Bistro Tot ou Tard,-73.5666347,45.5218329,11,4.5,9
48684,Savers,-115.119700888029,36.1006989207542,16,4,6
48685,Hong Kong Asian Cuisine,-112.1287294,33.8002622,26,3,4
48686,Sunrise Pediatrics,-115.255162,36.066304,7,3.5,6
48687,The Social Chimp Photo Booth,-111.979811,33.320389,5,5,4
48688,Veteran Garage Door Service,-115.154347,36.117999,8,5,6
48689,Nanyang Malaysian Restaurant,-3.19358825683594,55.9434323159345,8,3.5,1
48690,Devine Designs Hair & Nails Salon,-115.143737792969,36.1628913879395,11,5,6
48691,Steak,-3.1872526,55.9571631,15,3.5,1
48692,Daydreams Drop In Childcare,-111.8856867,33.6532928,11,4.5,4
48693,Qdoba Mexican Grill,-111.926361083984,33.4948120117188,17,3,4
48694,Jcpenney Salon,-111.685182452202,32.8824163368406,6,4,4
48695,Coast 2 Coast Food Truck,-115.1711298,36.128561,24,3.5,6
48696,PHI Centre,-73.5567873716354,45.5015081568796,5,4.5,9
48697,NV Nail Spa,-80.886235,35.344646,4,3.5,3
48698,Banfield Pet Hospital,-79.9257615,40.459718,6,2.5,7
48699,CherryBerry Yogurt Bar,-80.835919,35.2127399,24,4,3
48700,Dollheads Blowdry & Extensions Bar,-115.059925,36.238095,25,3.5,6
48701,PUSH,-115.1820693,36.1107863,12,5,6
48702,Hard Knox,-73.5813507,45.4795062,3,5,9
48703,Great Eagle Bar & Grill,-112.432708740234,33.6540661606971,10,3.5,4
48704,Phillips Roofing LLC,-112.1774794,33.5257801,4,4.5,4
48705,Baymont Inn And Suites Charlotte-Airport,-80.918193,35.237051,16,1,3
48706,Bombay Indian Cuisine,-115.1645622,36.1314967,51,3,6
48707,All Access Garage Door Co.,-115.110493,36.0732659,7,4.5,6
48708,Goodwill,-112.2374088,33.6722533,5,3.5,4
48709,Karma Kafe,-80.8489878,35.2335751,21,4.5,3
48710,Divino,-73.7059723,45.4954661,7,3.5,9
48711,Cafe Zupas,-111.972701449588,33.6756805853036,76,3.5,4
48712,Indian Paradise 2,-112.111654,33.640376,23,3.5,4
48713,Pasta -N- More,-111.8977013,33.6211787,12,4.5,4
48714,My Kids Dentist & Orthodontics,-114.9948312,36.0366696,3,3.5,6
48715,Mosharrafa Plastic Surgery,-111.9818151,33.582327,3,4.5,4
48716,Alaska Airlines,-115.127809,36.0797665,9,4.5,6
48717,The Bourbon Room,-115.171577453613,36.121265411377,95,4,6
48718,Courtyard Scottsdale Salt River,-111.890844,33.5136787,10,4.5,4
48719,Beta,-80.5225788,43.4659013,4,3.5,10
48720,The Phoenix Police Museum,-112.0736904,33.4469505,9,5,4
48721,Circle K,-111.953730583191,33.3484994162649,4,4,4
48722,Orangetheory Fitness Paradise Valley,-111.979088,33.584361,33,4,4
48723,Prime Medical Clinic,-112.015979290009,33.4953919617988,10,5,4
48724,Honey Buns Cafeteria,-80.7380765199195,35.1626388383953,13,4,3
48725,Las Palmas,-79.9553059,40.438918,70,4.5,7
48726,The Fountain,-3.21802854537964,55.9405903010678,28,3.5,1
48727,Heist Brewery,-80.809477,35.245547,237,3.5,3
48728,Sin City Cupcakes,-115.1711298,36.128561,77,4.5,6
48729,Tacos La Lomita,-112.220578193665,33.4520189829174,3,3.5,4
48730,Hambar,-73.556718,45.500091,25,4,9
48731,Harvey American Public House,-111.7565009,33.3072791,152,3.5,4
48732,City Cafe,-81.0164343,35.2964976,8,2,3
48733,Kam Wing,-73.5788745,45.4807351,3,2.5,9
48734,Sidewinder Subs,-111.87697744808,33.336308829443,6,3.5,4
48735,Peak Mart,-115.288413,36.115423,5,4,6
48736,Food Truck Friday,-112.0736239,33.4555828,46,4.5,4
48737,Starbucks,-115.177253723145,36.0913925170898,27,2.5,6
48738,Highland Experience Tours,-3.1898129,55.9496297,6,3.5,1
48739,Elite Transportation,-115.2097623,36.0768636,28,5,6
48740,Bagatelle Las Vegas,-115.146372,36.124423,47,3.5,6
48741,DS Waters,-115.1648988,36.1305658,5,1.5,6
48742,Bluerapa Thai,-3.21410586471467,55.9465384032739,6,4.5,1
48743,Express Donuts,-112.356396,33.4651361,91,4.5,4
48744,Arepas,-73.5684563,45.5045966,11,4,9
48745,Cafe South,-80.9054054,35.1362765,79,4,3
48746,Arcade Bakery & Cafe,-79.998357,40.4395219,6,4.5,7
48747,Mad Gs Grill & Tavern,-111.9393271,33.4074002,16,3.5,4
48748,Residence Inn Charlotte Piper Glen,-80.8117765188217,35.0631893688459,4,4.5,3
48749,Wetlands Trail,-114.902214050293,36.1241836547852,3,3.5,6
48750,Lose It Now Laser,-112.220703,33.609716,3,5,4
48751,Ross Dress for Less,-112.131019592285,33.6109580993652,5,4,4
48752,Carls Jr,-114.9941893,36.0361732,4,3,6
48753,Found by Domestic Bliss,-111.9659168,33.3181573,6,4.5,4
48754,Sesame,-73.5604588,45.501265,22,3,9
48755,Señor Taco,-111.842032670975,33.2454981778683,46,4,4
48756,CCV Cafe & Coffee Bar,-112.208154201508,33.7104983994677,6,4.5,4
48757,La Nina Fresa,-112.3472251,33.4503229,3,5,4
48758,Chipotle Mexican Grill,-112.204002141953,33.6661217191395,25,3.5,4
48759,A La Mode,-115.2956118,36.2684007,12,4.5,6
48760,Jay Bolan,-115.2875798,36.0476436,5,4.5,6
48761,Goodwill,-111.8877161,33.5384115,11,4,4
48762,Lettuce Carry,-80.905303,35.101277,14,4.5,3
48763,Suwanasak,-89.5031639,43.0473009,50,3.5,8
48764,Makeup Artist - Stephanie Neiheisel,-111.920558735937,33.5262313215745,13,5,4
48765,Countryside Dog Park,-111.7625856,33.3944188,9,3.5,4
48766,Subway,-80.0348434448242,40.3690567016602,4,1,7
48767,McDonalds,-115.1727284,36.1089133,14,3,6
48768,Munich Gyros,-111.7142695,33.5738374,38,4.5,4
48769,Bikram Yoga Chandler,-111.875125473602,33.276678389576,12,4.5,4
48770,Arc Bar,-115.1700181,36.1125807,4,4,6
48771,Desert Valley Firearms,-111.8418379,33.337887,3,4.5,4
48772,Valley ENT,-111.975425720215,33.3348121643066,8,3.5,4
48773,A Advanced Garage Door Service,-111.9355143,33.5920884,3,3.5,4
48774,John Lewis Cafe,-3.1889006,55.9546033,5,3,1
48775,Tough Lotus,-111.876976,33.351152,18,4,4
48776,A & W Restaurant,-73.5792404,45.4958366,4,3.5,9
48777,Pathfinder Pools,-112.0130266,33.640693,4,5,4
48778,A Plus Auto Repair,-115.19274,36.127047,8,5,6
48779,AutoNation FIAT North Phoenix,-112.1133387,33.6391314,21,3.5,4
48780,Zabas Mexican Grill,-115.146948695183,36.1723566190833,15,3.5,6
48781,Perk Place,-115.1514119,36.1362847,3,2,6
48782,Galaxy Cafe,-115.1246448,35.9967217,64,4,6
48783,Five Guys Burgers and Fries,-115.25071580814,36.1965014325969,85,4,6
48784,Elan Nails Salon & Spa,-111.7205031,33.305869,9,2.5,4
48785,Muffin But The Best Cafe,-112.1002302,33.6264211,35,4,4
48786,Vegas Hot Spots,-115.1578409,36.1205176,17,4.5,6
48787,Jamba Juice,-115.2907508,36.143741,25,4,6
48788,Pasquales Ristorante,-115.2794814,36.1439835,7,4.5,6
48789,Fantastic Sams Hair Salons,-112.0641262,33.5184314,9,2.5,4
48790,GNC,-115.195037841797,36.0387077331543,4,5,6
48791,Hypnotiq,-115.170707702637,36.1265059260517,9,3.5,6
48792,Auto Corral RV,-111.7585632,33.4160429,5,3.5,4
48793,Luca e Franco Osteria,-73.5683469,45.5174146,8,3,9
48794,LifeGuard Clinic,-112.040398,33.477057,5,5,4
48795,Corner Bar At Flamingo,-115.172557,36.1156338,6,3.5,6
48796,RhythmCycle,-111.87939404586,33.581411662802,13,5,4
48797,Shanes Rib Shack,-80.8513171,35.0144225,28,4,3
48798,Millennium Tints Best Window Tinting,-115.1161108,36.0716428,6,5,6
48799,IC Home Inspections,-111.7556095,33.3459968,4,4,4
48800,Five Guys Burgers and Fries,-111.9403088,33.4238154,110,3,4
48801,Arizona Dog Sitting,-112.0595603,33.6275483,3,5,4
48802,Studio Ones - Southwest Dance Academy,-115.241780877113,36.0786557744173,12,3.5,6
48803,Custom Built Pizza,-115.308663,36.114442,201,4.5,6
48804,Creamery Park,-111.912606954575,33.4198992443525,3,1.5,4
48805,Doc Popcorn,-111.9290233,33.5025088,5,4.5,4
48806,Havre-Aux-Glaces,-73.5765676,45.4800354,10,4.5,9
48807,Las Vegas Grand Apartments,-115.1459609,36.1160384,15,1.5,6
48808,Henri of Edinburgh,-3.21315765380859,55.9578494739949,7,4,1
48809,Paradise Bakery & Cafe,-112.222988944892,33.6377604649113,29,3.5,4
48810,CYC Landscaping,-111.968853,33.293841,7,4,4
48811,Osteria 100,-80.001912,40.4377928,8,3.5,7
48812,Rotisserie Piri-Piri Masson,-73.5741785,45.5491343,12,4.5,9
48813,Doe Eyed Lashes,-115.2794069,36.1238325,27,4.5,6
48814,Oral and Facial Surgeons of Arizona,-111.902124,33.379092,7,4.5,4
48815,Jojos Jerky,-115.2243244,36.1283321,19,5,6
48816,My Fit Foods,-111.97966,33.3204192,6,4,4
48817,Wells Fargo Bank,-114.9931433,36.0102005,3,2.5,6
48818,Airepros A/C & Heating,-112.299778,33.72291,3,3.5,4
48819,NoDa Produce MarketPlace,-80.813294,35.240499,8,4.5,3
48820,Chicken Box,-80.7935579,35.2808876,20,3.5,3
48821,Hotel Palomar Phoenix a Kimpton Hotel,-112.0734239,33.4473356,116,4.5,4
48822,M3 Advertising Design,-115.146331787109,36.013282878519,3,5,6
48823,Le Roy Pendu,-73.5709603,45.5209898,6,3,9
48824,Mays Alterations,-88.243851,40.105187,6,4.5,5
48825,Innis & Gunn,-3.1865734,55.9453061,6,3.5,1
48826,Masala,-73.5626116,45.4825679,4,3.5,9
48827,M3 Remodeling LLC,-111.777787,33.38758,4,4,4
48828,Mosquito Guard,-80.84,35.2299999,4,4,3
48829,Carls Jr,-112.733543395996,32.9435882568359,5,3.5,4
48830,Neuromuscular Therapy and Medical Massage,-112.040147,33.686162,7,5,4
48831,United Mayflower Storage & Moving Containers,-112.096872,33.437384,3,2.5,4
48832,United Mayflower Storage & Moving Containers,-115.198431,36.103166,3,2,6
48833,Alexandraplatz,-73.6163252,45.5300943,15,4.5,9
48834,Jim n Nicks Bar-B-Q,-80.711993,35.3683879,78,4,3
48835,Bjs Cocktail Lounge Decatur,-115.2087027,36.0432117,39,4,6
48836,Abraham Joseph Jewelers,-80.8515483140945,35.0541217024141,3,5,3
48837,Doggie District Pet Resort,-115.2610645,36.2788598,24,4,6
48838,USO,-115.1533426,36.0765176,12,4.5,6
48839,Quaker Steak & Lube,-80.876143,35.091398,13,2,3
48840,Holiday Inn Express & Suites,-111.3901006,33.0190738,8,3,4
48841,Lustre Bar,-112.073703110218,33.4471799433231,98,4,4
48842,City Tavern,-80.834575,35.153565,35,2.5,3
48843,Longevity Sports Center,-115.114952,36.081764,17,3,6
48844,Certified Appliance Tech,-112.0740373,33.4483771,6,1,4
48845,Mr Charles Chicken & Fish,-80.836737,35.2615418,8,4,3
48846,Erased Laser Tattoo Removal,-115.0950531,36.0711928,25,4.5,6
48847,Little Italy Deli,-111.9951526,33.640598,3,2,4
48848,Ristorante Il Caviliere,-73.557994,45.514048,4,4.5,9
48849,Giginos,-112.381811,33.437291,10,4,4
48850,McDonalds,-111.686389446259,33.3204251221945,7,3,4
48851,Tacos Sonora Grill,-112.06484,33.437259,31,4.5,4
48852,Moriah Nail & Spa,-111.9258918,33.527849,8,4,4
48853,Sunrise Mountain Library,-112.269341,33.676051,8,4,4
48854,Spring Mountain National Recreation Area,-115.2346554,36.2454766,12,4.5,6
48855,Contis Bar & Grill,-111.684341430664,33.4126930236816,4,3,4
48856,CoreBalance Studio,-112.011028,33.510394,26,5,4
48857,Try Exotic Cars,-115.1695192,36.1239405,7,2,6
48858,Fresh Cup,-115.225189208984,36.1266479492188,135,4.5,6
48859,1ns Group,-115.1654176,36.1224746,14,1,6
48860,Cabrillo Apartments,-111.831398010254,33.5859184265137,6,2.5,4
48861,Bijou Restaurant and Bar,-73.7517577,45.4554359,5,3,9
48862,Rachels Bake Shop,-111.6344767,33.2497755,4,4,4
48863,Sports Connection,-80.833729,35.3418909,5,3,3
48864,Goldilocks,-115.205866098404,36.2798196411367,4,4,6
48865,The Coffee Bean & Tea Leaf,-115.2907508,36.143741,25,3.5,6
48866,Downtown Recreation Center,-114.984115600586,36.0293273925781,5,4,6
48867,Jimmy Johns,-111.84252166748,33.3395385742188,30,3.5,4
48868,Breastfeeding & Babies Yeah!,-115.2414817,36.1803447,12,5,6
48869,Desert Vista Dog Park,-111.70681,33.5929483,6,5,4
